,rating,review
"('Tomasza 20 Resto Bar', '10')",5.0,"Burger Burgera dostałam szybko, był bardzo smaczny. Miejsce bardzo przyjemne. Pani Agnieszka bardzo sympatyczna, cały czas uśmiechnięta i profesjonalna. Poleciła mi pysznego drinka, którego nawet nie ma w karcie. Jaggersour polecam!"
"('Tomasza 20 Resto Bar', '100')",3.0,"Smaczne jedzenie w klimatycznym lokalu Bardzo ładny, industrialny klimat miejsca, choć toalety mogłyby być w lepszym stanie. Stoliki na zewnątrz ustawione na chodniku, więc komfort jedzenia na zewnątrz przeciętny. Samo jedzenie bardzo dobre i ciekawie podane, choć wybór menu mógłby być większy. Super burger z panierowanymi krewetkami, żeberka i policzki wołowe rówież bardzo smaczne.Ceny dosyć wysokie, wyższe niż średnie ceny na Rynku głównym. Obsługa neutralna."
"('Tomasza 20 Resto Bar', '106')",3.0,"Mieszane uczucia...  Z jednej strony fajny klimat, smacznie i w rozsądnych cenach, a z drugiej obsługa, która delikatnie mówiąc gubi się.
Wpadliśmy na piwo i mecz, nie przejmując się opiniami w internecie na temat obsługi, bo przecież co można popsuć przy zamówienia piwa i cydru :)
Można :)
Obsługa to pełen chaos i klasyczne bieganie z  ""pustą taczką"".
Chaos w przyjmowaniu zamówienia, przekazywaniu informacji, panie kelnerki nie wiedzą czyje zamówienie stoi na barze i czeka na podanie do stolika, wszystkie panie biegają, tylko nic z tego nie wynika. 
Trzeba to zobaczyć na żywo, bo ciężko opisać :)
Nie mogliśmy skupić się na drinkach, bo co chwilkę ktoś biegł, coś spadło, coś nie działało. 
Może ktoś jednak podejmie się zarządzania tym lokalem? :) 

"
"('Tomasza 20 Resto Bar', '11')",5.0,"Bardzo przyjemne, klimatyczne Bardzo przyjemne, klimatyczne miejsce. Dobre jedzenie, świetne drinki ( brawo dla pana Mikołaja za Espresso Martini), Pani Alicja przemiła, idealnie doradzała nam podczas wieczoru, przemiła obsługa. Polecamy serdecznie!"
"('Tomasza 20 Resto Bar', '112')",4.0,"Dobry rosół, plus za długie godziny otwarcia Smaczny rosół serwowany nawet o 23, średnia obsługa, czystość w kuchni obserwowana przed otwarte drzwi pozostawia wiele do życzenia."
"('Tomasza 20 Resto Bar', '113')",1.0,"Rozczarowanie Niestety ale zdecydowanie nie polecam. Zapytałam się kelnerki, o to czy porcja będzie duża, odpowiedziała, że tak. Porcja, którą dostałam, nie wystarczy nawet dla dziecka. Cena kompletnie nie jest adekwatna. Jestem bardzo rozczarowana."
"('Tomasza 20 Resto Bar', '117')",1.0,"Bardzo nieprzyjemne doświadczenie Cała przyjemność z dobrego jedzenia znikła przez fatalną obsługę. Drinki przyszły spóźnione, dania główne zostały podane po kilkudziesięciu minutach w dodatku każde w innym czasie ( po uprzedniej pomyłce; kelner przyniósł zły talerz, zupełnie nie orientując się kto co zamówił ) Deser został podany przed skończeniem jedzenia, mimo wyraźnej prośby aby przynieść go PO. Do wszystkiego dochodzi niezwykle butna kelnerka, która zamiast przeprosić za zaistniałą sytuację, wolała się kłócić i zrzucać winę na nawał pracy i sposób prowadzenia lokalu przez właściciela. Na rachunek czekaliśmy ponad dziesięć minut, chociaż byliśmy jednym z sześciu innych, zajętych stolików. Z całego serca odradzam, bo nawet smaczne jedzenie nie jest warte tych nerwów. Pozdrawiam."
"('Tomasza 20 Resto Bar', '12')",5.0,"Rewelacja! Wspaniałe miejsce z wyśmienitym jedzeniem. Bardzo polecam gnocchi z łososiem. Również byliśmy z mężem zachwyceni obsługą lokalu, dzięki Pani Karolinie nasz wieczór był przemiły, a dania, które poleciła spełniły nasze oczekiwania :)  
Gorąco polecam!"
"('Tomasza 20 Resto Bar', '127')",5.0,Bardzo miłe miejsce Bardzo miły i ładny lokal. Obsługa przemiła. I Burger bardzo dobry i pięknie podany. Można na spokojnie siedzieć bo nikt nikogo nie wygania jak skończy się jeść 
"('Tomasza 20 Resto Bar', '13')",5.0,"Przemiła obsługa, polecam. Miejsce gdzie można spokojnie spotkać się ze znajomymi, zjeść smacznie i wypić przeróżne drinki. Przemiła obsługa. Pani Alicja, bardzo kompetentna, sympatyczna i pomocna, barman za każdym razem zaskakiwał innym drinkiem. Polecam!!!"
"('Tomasza 20 Resto Bar', '132')",1.0,"Ginące zamówienia Weszliśmy z dziewczyną na szybki obiad. Zamówiliśmy dwa burgery i napoje. Kelnerka, która zaczęła nas obsługiwać była bardzo miła, ale jak czas pokazał nie interesowała się tym co się dzieje z naszym zamówieniem. Pora lunchowa, ludzi przybywało, wszyscy dostają zamówienia, a my nadal czekamy. Po godzinie pytamy co się dzieje, w odpowiedzi słyszymy ze na kuchni zginęło zamówienie i będzie za 6 minut. Czekamy, zdarza się. Mija kolejne 10 minut, podjęliśmy decyzje ze wychodzimy. Podszedłem tylko zaplacic za napoje, dostałem jeszcze info od nowej kelnerki, gdyż osoba która zaczęła nasza obsługę chyba kończyła prace, że proszę się na mnie nie gniewać taką informacje dostałam z kuchni - czyli przerzucanie winy, co mnie mało interesuje. 

Aha, te wspaniałe zaparzacze do herbaty NIELIŚCIASTEJ macie Państwo z ułamanymi rączkfami."
"('Tomasza 20 Resto Bar', '133')",5.0,"Śniadanie w skromnej cenie i bogatym smaku Przed lokalem zaczepił nas miły Pan, zachęcając do skorzystania z oferty śniadaniowej i kulturalnie wprowadził nas do lokalu, gdzie zajęła się nami uprzejma kelnerka. Śniadanie ładnie podane i równie smaczne, kiełbaski krakowskie bardzo dobre! Dodatkowo delikatna kawusia do śniadania w sam raz i podana w dużym kubku."
"('Tomasza 20 Resto Bar', '139')",2.0,"Nie polecam, spore rozczarowanie Do tego miejsca trafiliśmy zupełnie przypadkiem. Przechadzając się krakowskimi uliczkami chcieliśmy zjeść obiad w klimatycznym miejscu.
Menu wyglądało obiecująco jednak dania które otrzymaliśmy były bardzo słabej jakości. Zamówiliśmy makaron z wołowiną i borowikami w sosie śmietanowym oraz wątróbkę ( miałam ochotę na policzki ale akurat ich nie było). Dania bardzo średnie, żeby nie napisać słabe jak za tą cenę. Makaron i wołowina zupełnie bez smaku. Wątróbka też szału nie ma. Ziemniaki smażone chyba na starej fryturze. Sałatka coleslaw chyba gotowiec z wiaderka.
Jedyne co było ok to wino Primitivo, ale to nie zasługa kuchni. Obsługa tez średnio. Zamawiając dużą karafkę wody dostaliśmy jedną szklankę. Nikt nie czuł potrzeby aby poinformować nas, że mają problemy z prądem i będziemy się bawić w „jasno, ciemno”, czy choćby przeprosić nas za taką sytuację. 
Klientami byli głównie ludzie wyglądający na licealistów i tak mogę podsumować kuchnię i obsługę. Są jeszcze w liceum a może nawet w gimnazjum.
Miał być fajny obiad a wyszło słabo. Co minutę gasło światło i muzyka( z tym akurat może i lepiej bo leciała jakaś rąbanka typu eska).  Nie wiem co się znajduje nad lokalem, mogło by się wydawać ze sala gimnastyczna. Szybko zmieniliśmy miejsce. Rzadko piszę złe opinie ale tutaj niestety nie mogę zostawić innej :( 
Nie polecam. "
"('Tomasza 20 Resto Bar', '14')",5.0,"Bardzo fajne miejsce Wpadliśmy z wizyta zachęceni przez znajomych, duży wybór dań zarówno kuchni polskiej jak i europejskiej, świetne drinki w bardzo dobrych cenach. Obsługa bardzo miła i pomocna, na pewno tu jeszcze wrócimy ❤️ Przy okazji pozdrawiamy kelnerkę Iza, która nas tego dnia obsługiwała 💙💙💙"
"('Tomasza 20 Resto Bar', '15')",5.0,"Rewelacyjna resteuracja!POLECAM!! Byliśmy na piwku i burgerze ze znajomymi. Burgery bardzo smaczne i duże, kilka rodzajów piwa do wyboru i szeroka oferta innych alkoholi. Wszystko tez w korzystnych cenach dla studentów! Do tego Czas umiliła nam uśmiechnięta i energiczna obsługa (z pozdrowieniami dla kelnerki Izy)."
"('Tomasza 20 Resto Bar', '16')",5.0,"Super jedzenie, ceny i obsługa! Bardzo smaczne jedzenie, naprawdę każdy znajdzie coś dla siebie, a do tego korzystne cenowo. Super miejsce, żeby posiedzieć wieczorem przy piwku :) Świetna obsługa, kelnerki zawsze pomocne i uśmiechnięte. Pozdrawiam panią Izabellę ;)"
"('Tomasza 20 Resto Bar', '18')",5.0,"Smaczne jedzenie + bardzo miła obsluga Jak najbardziej polecam! Jedzenie bardzo smaczne, miejsce z fajnym klimatem a dodatkowo stoliki na zewnątrz. Menu bardzo fajne,sądze że każdy znajdzie coś dla siebie.

Jesli chodzi o obsługę to nie mogłabym pominąć i nie napisać o kelnerce Pani Alicji. Obsługa moim zdaniem była na wysokim poziomie. Przesympatyczna, uśmiechnięta, życzliwa i potrafiącą doradzić co do wyboru dania :)

Pozdrawiam xx"
"('Tomasza 20 Resto Bar', '19')",5.0,"Polecam! Polecam serdecznie tę restaurację, wyśmienite desery - szczególnie tiramisu wegańskie. 
Kelnerująca P.Alicja dodatkowo umiliła nam czas przy kolacji."
"('Tomasza 20 Resto Bar', '20')",5.0,"Klimatyczne miejsce ze świetną obsługą Kilka dni temu odwiedziliśmy z dziewczyną Tomasza 20. Nigdy nie przepadałem za tego typu miejscami, ale urok i atmosfera tej restauracji zaskoczyła nas bardzo pozytywnie. Jedzenie było pyszne, a kolorowe drinki dopełniły wszystko w całość. Na jedzenie nie czekaliśmy długo. Na szczególną pochwałę zasługuje ich stek - był wyśmienity i zrobiony tak jak sobie tego zażyczyłem. Obsługa również była na najwyższym poziomie. Trafiliśmy na przemiłą kelnerkę, która obsłużyła nas szybko i z uśmiechem, co jest niestety rzadkością w restauracjach na rynku, ale najwidoczniej Tomasza 20 oprócz jedzenia dba także o dobry kontakt z klientem, co jest -jak uważam- podstawą dobrej restauracji - dzięki Alicja :)
Z pewnością wrócimy :>"
"('Tomasza 20 Resto Bar', '21')",2.0,"rozczarowanie Skuszeni możliwością obejrzenia meczu weszliśmy do restauracji. Zamówiliśmy sałatkę - była ok, 2 burgery w tym jeden średnio wysmażony. Ten który miał być średnio wysmażony był mocno wysmażony i twardy. Zamówiliśmy również policzki wołowe które były okropne. Mięso było wysuszone, a grillowane warzywa i frytki jakby kolejny raz odgrzewane, dodatkowo gorzki bakłażan. Jedna gwiazdka za sałatkę, druga gwiazdka dla kelnerki która bardzo się starała.
Ps. kolega który jadł policzki z warzywami następnego dnia miał problemy żołądkowo - jelitowe."
"('Tomasza 20 Resto Bar', '23')",5.0,"Super miejsce z przemiłą obsługą! W ostatnim czasie odwiedziłam Tomasza 20 wraz z przyjaciółmi. Obsługiwała nas bardzo miła kelnerka Wiktoria, która pomogła w wyborze dań z karty oraz uraczyła nas rozmową. Jedzenie było przepyszne, na które nie czekaliśmy całe wieki, dlatego spędzony czas w tym miejscu zaliczam do bardzo udanych. Bardzo polecam! ❤️"
"('Tomasza 20 Resto Bar', '24')",5.0,Polecam serdecznie Resto Bar w Krakowie na Szewskiej 20 Na Tomasza 29  w resto Barze byliśmy nie raz bo już wszystko z karty prubowaliśmy i na prawdę wszystko jest przepyszne. Ostatnio obsługiwała nas Viktoria i nie da się ukryć iż profesjonalna obsługa tym bardziej podnosi rangę tego miejsca. Dla nas za całokształt to numer 1 w Krakowie.!!!
"('Tomasza 20 Resto Bar', '25')",5.0,"Rewelacyjne burgery!!! Świetny stosunek jakości do ceny!!! Świetne burgery- klasyczny oraz z krewetkami. Stosunek jakości do ceny- REWELACJA!!! Na dużą pochwałę zasługuje również niesamowicie uprzejma kelnerka Karolina, która wykonuje swoje obowiązki z niesamowitą gracją!!! POLECAM TEN LOKAL!!!"
"('Tomasza 20 Resto Bar', '28')",5.0,"Pyszne jedzenie! Gnocchi z łososiem rewelacja! Pyszne jedzenie! Jestem stałym klientem! Kelnerka Klaudia bardzo miła i sympatyczna! :) swietny wystrój, odpowiednie ceny, miła obsługa, a przy tym pyszne jedzenie! Nic wiecej nie trzeba ❤️"
"('Tomasza 20 Resto Bar', '29')",1.0,"wyszłam zniesmaczona i głodna tak złego jedzenia nie zaserwowano mi już dawno. Policzki wołowe, które zachęcały w karcie marynatą z piwa i pomarańczy okazały się kawałkiem rozgotowanego mięsa rodem ze szpitalnej stołówki. Sałatka z łososiem nie zawierała żadnego sosu, a poprosiwszy o takowy dostałam ""gotowca"" z buteleczki z sosem balsamicznym, który w ogóle nie pasował, po zwróceniu uwagi, (przemiła) Pani Kelnerka przyniosła wodę zmieszaną z olejem (na szczęście jadalnym) i szczyptą oregano, niestety świeżość łososia zostawiała wiele do życzenia. To nie jest gotowanie godne tak atrakcyjnej lokalizacji w Krakowie, to nie jest gotowanie, którym WYPADA uraczyć gościa, to jest policzek, to jest obraza. Szczerze nie polecam tego miejsca. Szkoda pieniędzy, czasu na oczekiwanie na niezjadliwe posiłki."
"('Tomasza 20 Resto Bar', '3')",5.0,"Super atmosfera Wyśmienite jedzenie w mega fajnej atmosferze. Z pewnością wrócę tam jeszcze nie raz. A do tego obsługa: kelnerka Asia, cud dziewczyna, aż się nie chce wychodzić !"
"('Tomasza 20 Resto Bar', '30')",5.0,"Tanie i dobre miejsce dla studentów  Bardzo duży pozytyw nie tylko ze względu na na pyszne jedzenie,ale również niskie ceny (ważna wiadomość dla studentów- są zniżki dla studentów 😄) Nowoczesny wystrój, miła obsługa wszystko na 5 "
"('Tomasza 20 Resto Bar', '34')",3.0,"Może kiedyś wrócimy  Odwiedziliśmy to miejsce ze względu na promocję na aperol. Kieliszek za 3zl. Zamówiliśmy również po burgerze. Burger całkowicie mnie zawiódł. Bułka, liść sałaty, plaster pomidora, dwa plasterki ogórka i 4krewetki. Wszystko! Było bardzo słabo.

Miejsce bardzo ładne, klimatyczne. Obsługa również sympatyczna, pomimo ogromnego ruchu. 

Może kiedyś wrócimy, ale nigdy więcej burgera."
"('Tomasza 20 Resto Bar', '4')",4.0,"Fanastycznie spędzony czas! Obsługa to oprócz jedzenia najmocniejsza strona restauracji, znajomość menu i kultura osobista u młodych ludzi na 6 z plusem! Obsługiwała nas sympatyczna kelnerka Wiktoria, która świetnie doradziła nam dania (sałatka Cezar wymiata), dodatkowo sprawnie i bez żadnych problemów  przeprowadziła serwis! Na pewno tu wrócę i z przyjemnością polecę to miejsce znajomym!"
"('Tomasza 20 Resto Bar', '40')",4.0,"Niedzielny obiad Resto Bar Tomasza 20 to przytulne i jednocześnie niemałe miejsce w centrum Krakowa. Zdecydowaliśmy się na rosół (który był trochę za zimny, ale nadal pyszny. Jednak za serwowanie zupy w takiej temperaturze musiałam odjąć gwiazdkę), sałatkę z krewetkami (podobno pyszna) oraz burgery. Poprosiłam o chicken burgera bez bekonu a dostałam z, jednak i tak był to bardzo smaczny posiłek. Podwójny burger był przez chłopaka chwalony przez cały dzień, więc musiał zrobić ogromne wrażenie. Obsługa jest bardzo miła, lokal czysty, jedzenie pyszne. Naprawdę polecam."
"('Tomasza 20 Resto Bar', '48')",5.0,Dobre jedzonko   Polecam  dobre  jedzonko  fajna  miejscówka  klimatyczna zniżka  50% dla studentów  więc polecam na obiad  miła obsługa  
"('Tomasza 20 Resto Bar', '5')",5.0,"Fajna obsługa i muzyka :) Byliśmy niejednokrotnie na Tomasza 20, mają fajne promki oraz drinki 🔥
Bardzo nam się zawsze podobała obsługa, kelnerka Wiki jest uprzejmą i profesjonalną kelnerką!"
"('Tomasza 20 Resto Bar', '55')",4.0,Dobre śniadanie Smaczne śniadanie w przystępnej cenie. Bardzo miła obsługa. Tylko kawa do śniadania to straszna lura ale za 1 zł więc nie będę się czepiać :)
"('Tomasza 20 Resto Bar', '6')",5.0,"Wypad z ziomeczkami ;) Świetne miejsce!
Idealne menu zarówno dla mięsożerców jak i wegan. Często miałam problem wychodząc ze znajomymi aby wybrać miejsce, które odpowiadałoby wszystkim. I trafiliśmy! Przypadkiem.... Ale ideaaalnie!
Miło spędziliśmy czas przy pysznym jedzeniu (Pierogi z soczewicą to mistrzostwo!), a do tego soczyste koktaile były niczym wisienka na torcie! Nie mówiąc już o klimatycznej ulicy św.Tomasza.
Najlepsze jedzenie w centrum Krakowa ale zdała od gwaru i stukotu dorożek?
Tylko na Tomasza 20!!!!
Na prawdę BARDZO POLECAM!"
"('Tomasza 20 Resto Bar', '60')",1.0,"Tragedia Przyszedłem z narzeczoną - było dużo ludzi więc wiadomo, że czas oczekiwania będzie dłuższy. Czekaliśmy cierpliwie, lecz nikt nie zapowiedział szacowanego czasu oczekiwania. Po 45 minutach kiedy wypiłem piwo kelnerka zapytała czy coś jeszcze bo jedzenie będzie za *momencik*, wobec tego zamówiłem kolejne lecz jedzenie nie przyszło w ciągu kolejnych 20 minut, więc musieliśmy opuścić lokal... Nadmiernie że stół był cały czas ustalony .... Nie jestem wybredny ale należy zachować choćby minimum standardów ...."
"('Tomasza 20 Resto Bar', '7')",5.0,"Dobra lokalizacja Dobra lokalizacja, wyśmienita kuchnia oraz wspaniała atmosfera tego miejsca nas urzekły. Na pewno wpadniemy jeszcze nie raz. Dziękujemy również za wspaniałą obsługę Pani Wiktorii, która była bardzo miła i pomocna."
